id,dateKey,hora,desc,cat,project,client,status,priority,dur,durSec,tags,rework,obs,notes,sw
s357,2026-05-27,09:00,"Aplicacion de tokens de marca v3.0 (Electric Purple, noise overlay, cursor spotlight, SVG dividers) al sitio principal y Brain Tracker, deploy prod",Diseno,Victor IA Website,Victor IA,Completado,Alta,2.5,9000,deploy,0,Fuente: diario de memoria,,vscode|git|powershell
s356,2026-05-26,14:00,"Brandbook v3.0: migracion a estetica Manus iOS (#EBEBEB, pill buttons), tipografia unificada Inter, gold #B8860B, nueva seccion Brain Tracker app",Diseno,Brandbook,Victor IA,Completado,Alta,2.5,9000,brandbook,0,Fuente: diario de memoria,,vscode|git|powershell
s355,2026-05-26,12:00,"Manual de identidad Web 4.0 expandido a 1619 lineas (7 secciones nuevas: redes, assets, UI, merch, papeleria, chatbot, propuestas), deploy prod",Diseno,Brandbook,Victor IA,Completado,Alta,2.5,9000,deploy|propuesta,0,Fuente: diario de memoria,,vscode|git|powershell
s354,2026-05-25,13:10,[2 commits] feat(presentacion): per-slide ElevenLabs narration with perfect audio/visual sync | Rebrand + CRM Pipeline + nuevas pantallas + Gemini fixes,Feature,Victor IA Brain Tracker,Victor IA,Completado,Normal,0.5,1800,fix|feat,0,Agregado de 2 commits git (12:55-13:10),,vscode|git|powershell
s353,2026-05-25,12:00,"Video LATIVA_PRESENTATION.mp4 producido (55s, 1920x1080, HyperFrames) con VO Burt Reynolds ElevenLabs, aprobado para distribucion",Video,LATIVA,Victor IA,Completado,Alta,3.0,10800,video|elevenlabs,0,Fuente: diario de memoria,,higgsfield|elevenlabs
s352,2026-05-24,22:21,[3 commits] refactor: eliminar Higgsfield — todo via Google Cloud directo (Veo 3 + Nano Banana 2) | feat: smart model routing — agente usa su mejor modelo automaticamente | feat: Multi-Agentes Antigravity 2.0 — panel paralelo con fallback Gemini,Feature,Victor IA Brain Tracker,Victor IA,Completado,Media,3.57,12852,feat|refactor,0,Agregado de 3 commits git (19:02-22:21),,vscode|git|powershell
s351,2026-05-23,15:10,[18 commits] feat: brokerPlanIA Claude; CFO IA análisis real; patchRRHHTable dinámico desde EMPLOYEES_DATA | feat: chat IA real Claude; evalEmployee API; saveNewEmployee dinámico; patchRRHHTable desde EMPLOYEES_DATA; viewAuditPlan Claude | feat: generateImage real Unsplash photos; generateVideo 2.6s player; Manus real DOM audit; previewVoice TTS API | feat: wire generatePres+runFinalTest to Cla...,Feature,ROES & CO,ROES & CO,Completado,Alta,10.0,36000,fix|feat|chat|ui,0,Agregado de 18 commits git (04:03-15:10),"feat: hub con tabs, generador imagenes IA, presentaciones, solicitud videos; feat: onboarding con nombre, personalizacion de agentes, lead capture; fix: clean up api key handling, env var re-seeded without BOM; fix: encode fetch body as Uint8Array to handle non-latin1 chars in system prompts; debug:",vscode|git|powershell
s350,2026-05-23,12:00,"SPA ROES & CO OS con 18 vistas (recuperado de Google Stitch, Tailwind dark MD3, champagne gold) desplegado en roes-co-os.vercel.app",Deploy,ROES & CO,ROES & CO,Completado,Alta,1.0,3600,roes|vercel,1,Fuente: diario de memoria | posible solape con commits git mismo dia/proyecto,,vscode|git|powershell
s349,2026-05-23,05:22,[1 commits] feat: Victor IA App — chat + proyectos + skills,Feature,Victor IA App,Victor IA,Completado,Normal,0.25,900,feat|chat,0,Agregado de 1 commits git (05:22-05:22),,vscode|git|powershell
s348,2026-05-22,16:04,"[1 commits] feat: add propuesta-rosa-laura — video inmobiliario 2,450 + kit fraccionamiento 56,500",Feature,Victor IA Website,Victor IA,Completado,Normal,0.25,900,feat,0,Agregado de 1 commits git (16:04-16:04),,vscode|git|powershell
s347,2026-05-22,14:00,"Demo AI Operating System white-label (18 modulos, agente de voz ElevenLabs, model selector 7 LLMs, Google Drive KB) desplegado en roes-co-demo.vercel.app",Deploy,ROES & CO,ROES & CO,Completado,Alta,1.0,3600,voz|elevenlabs|roes|vercel,0,Fuente: diario de memoria,,vscode|git|powershell
s346,2026-05-22,12:00,"Hermes Agent v0.14.0 instalado (OpenRouter claude-sonnet-4-6, 203 skills, ElevenLabs TTS, Telegram bot activo, 8 MCPs)",Feature,Sistema de Skills,Victor IA,Completado,Alta,2.0,7200,elevenlabs,0,Fuente: diario de memoria,,vscode|git|powershell
s345,2026-05-22,11:00,Videollamada ~1h (meet.google.com): levantamiento de necesidades kit de ventas inmobiliario + pitch del workflow transparente,Reunion,Rosa Laura Ubeda,Rosa Laura Ubeda,Completado,Alta,1.0,3600,video,0,Fuente: diario de memoria,,vscode|git|powershell
s344,2026-05-21,16:00,"4 paginas nuevas awards-level (nosotros, prime-mystic, proteccion-patrimonial, contacto) + 6 paginas de proyectos con Lenis+GSAP",Diseno,ROES & CO,ROES & CO,Completado,Alta,2.5,9000,,0,Fuente: diario de memoria,,vscode|git|powershell
s343,2026-05-21,14:00,"Sitio ROES & CO 1.0 con design system oficial (Tailwind, Playfair+Montserrat) desplegado en roes-co-10.vercel.app",Deploy,ROES & CO,ROES & CO,Completado,Alta,1.0,3600,roes|vercel,0,Fuente: diario de memoria,,vscode|git|powershell
s342,2026-05-21,12:00,"Blog completo: 10 articulos SEO/GEO/AEO + 2 pillar pages (Riviera Maya, Yucatan) deployados en roes-co-website.vercel.app",Contenido,ROES & CO,ROES & CO,Completado,Alta,2.0,7200,seo|blog|deploy|roes|vercel,0,Fuente: diario de memoria,,higgsfield|elevenlabs
s341,2026-05-21,10:00,"Sitio Web 4.0 completo (Three.js particulas doradas, GSAP, 9 secciones, Schema.org, GEO/AEO) desplegado en roes-co-website.vercel.app",Deploy,ROES & CO,ROES & CO,Completado,Alta,1.0,3600,roes|vercel,0,Fuente: diario de memoria,,vscode|git|powershell
s340,2026-05-21,09:00,"Agendacion de videollamada para 22 mayo 10:00 AM hora Puebla, compartido link agenda victor-ia-website.vercel.app/agenda",Reunion,Rosa Laura Ubeda,Rosa Laura Ubeda,Completado,Alta,1.0,3600,video|vercel,0,Fuente: diario de memoria,,vscode|git|powershell
s339,2026-05-21,02:56,"[6 commits] Analytics: descuentos/creditos section + feed Sin costo badge + table price override | CRM personalized per project: ROES + Seabird Hotel contacts/deals/companies/activities + renderCrm project filter | Free SEO audit: price:0, sw:[] on s069-s071 + priceForEntry override support | Fill complete work entries: ROES (8 entries) + Seabird Hotel (6 entries) May 20-21 | Fix project names:...",Bug Fix,Victor IA Tracker,Victor IA,Completado,Media,1.0,3600,fix|seo,0,Agregado de 6 commits git (02:11-02:56),,vscode|git|powershell
s338,2026-05-20,14:00,"Propuesta comercial luxury entregada (3 sprints, 68000 MXN + 8500/mo monitoreo) live en victor-ia.xyz/auditoria-seo-roes-co",Propuesta,ROES & CO,ROES & CO,Completado,Alta,2.0,7200,seo|propuesta|auditoria|roes,0,Fuente: diario de memoria,,vscode|git|powershell
s337,2026-05-20,12:00,"Auditoria SEO integral 9 dimensiones de inversionesconplusvalia.com.mx (PageSpeed movil 36/100, sin schema, 6 hallazgos criticos) + entregables coloquial y tecnico",Auditoria,ROES & CO,ROES & CO,Completado,Alta,2.0,7200,seo|auditoria,0,Fuente: diario de memoria,,vscode|git|powershell
s336,2026-05-20,11:00,"Sitio web luxury Web 4.0 construido (paleta oceano, Cormorant Garamond+Inter, GSAP, accesibilidad) para Seabird Ocean Resort, Oceanside CA",Diseno,Seabird Hotel,Seabird Ocean Resort,Completado,Alta,2.5,9000,seabird,0,Fuente: diario de memoria,,vscode|git|powershell
s335,2026-05-20,10:00,Primer contacto via WhatsApp (referida por Iris Rodriguez): interes en publicidad con IA para vender propiedad en Puebla,Reunion,Rosa Laura Ubeda,Rosa Laura Ubeda,Completado,Alta,1.0,3600,,0,Fuente: diario de memoria,,vscode|git|powershell
s334,2026-05-19,11:45,"[1 commits] fix: accessibility panel - colorblind filter on body, voice control restart, text zoom, ElevenLabs key",Bug Fix,Victor IA Tracker,Victor IA,Completado,Normal,0.25,900,fix,0,Agregado de 1 commits git (11:45-11:45),,vscode|git|powershell
s333,2026-05-18,16:29,"[14 commits] feat: agregar servicio Telemetría IoT (#09) y marquee | fix: always show login on every page load | remove: mobile floating CTA bar | fix: eliminate all mobile horizontal overflow — svg !important, html/body/content overflow-x clip, section width 100% | fix: inicio link also shows login overlay | fix: mobile overflow (flow-diagram-mobile column), table nowrap, logo login, telemetry...",Bug Fix,Victor IA Website,Victor IA,Completado,Alta,3.37,12132,fix|feat,0,Agregado de 14 commits git (13:22-16:29),"fix: mobile responsive audit — hero overflow, 03A negative margins, spacing; alianza-fiscal: expand despacho positioning item with real billing support; alianza-fiscal: add real implementation messaging to cliente final card; alianza-fiscal: remove amounts from Canal A and Canal B SVG boxes; alianza",vscode|git|powershell
s332,2026-05-17,02:23,[1 commits] Estacion Pizza — Web 4.0 site,Desarrollo,Estacion Pizza,Estacion Pizza,Completado,Normal,0.25,900,,0,Agregado de 1 commits git (02:23-02:23),,vscode|git|powershell
s331,2026-05-16,03:50,"[1 commits] feat: panel Telemetría IoT — tab, KPIs, charts, benchmarks, proyectos",Feature,Victor IA Tracker,Victor IA,Completado,Normal,0.25,900,feat,0,Agregado de 1 commits git (03:50-03:50),,vscode|git|powershell
s330,2026-05-15,19:04,"[7 commits] feat: replace L-system with hex-grid WebGL2 ray-march — Victor IA gold palette, hover tilt + drag rotate + click flash | feat: L-System Bloom hero — 120k particles, click explosions, mouse trail bursts | feat: spectacular v4 — 10k particles, physics, click shockwave, drag orbit, gyroscope | redesign: full-canvas 3D hero, UMD Three.js, editorial layout — spectacular v3 | polish: SVG ...",Feature,Victor IA Website,Victor IA,Completado,Media,10.0,36000,fix|feat,0,Agregado de 7 commits git (00:20-19:04),Victor IA v2 — Three.js WebGL + GSAP + Lenis spectacular site,vscode|git|powershell
s329,2026-05-15,03:51,[1 commits] Add Browser Use Box editing note,Desarrollo,Victor IA Avatar Video,Victor IA,Completado,Normal,0.25,900,,0,Agregado de 1 commits git (03:51-03:51),,vscode|git|powershell
s328,2026-05-14,23:53,"[2 commits] Revert ""Add Browser Use Box editing note"" | Merge pull request #34 from browser-use/add-bux-video-use-note",UI/UX,Victor IA Avatar Video,Victor IA,Completado,Normal,0.48,1728,,0,Agregado de 2 commits git (23:39-23:53),,vscode|git|powershell
s327,2026-05-13,22:06,"[3 commits] refactor: star-wars — replace with correct implementation (proper starfield + music + flash) | fix: star-wars loop starts after init (no crash on empty array), clean perspective projection; add: fifa-26 effect | fix: star-wars starfield - stars born at center so perspective projection keeps them on screen",Bug Fix,Efectos Web,Victor IA,Completado,Media,0.6,2160,fix|refactor,0,Agregado de 3 commits git (21:45-22:06),,vscode|git|powershell
s326,2026-05-13,20:35,"[3 commits] Fix 9 mobile/UX issues: pills scroll, cards min-height, CTA separator, cardIn scale, count hide 430px, grid 375px, pill glow, hover border anim, agenda URLs unified | login: simplify to plain login/register, remove detection logic | feat: meta tags y OG image actualizados para victor-ia.xyz",Bug Fix,Victor IA Website,Victor IA,Completado,Media,10.0,36000,fix|feat,0,Agregado de 3 commits git (07:48-20:35),,vscode|git|powershell
s325,2026-05-12,23:00,"[43 commits] Fix 7 broken effects: replace Club GSAP plugins + WebGL float textures | Rework filters: 8 exclusive categories, number-based mapping, counts per category | Sort gallery cards in ascending numerical order (01-134) | Add modules 130-134: Spotlight, Glitch, Neon, Magnetic, Gradient Border + advanced filter system | Add modules 125-129: Count Up, Accordion, Tabs, Confetti Burst, SVG M...",Bug Fix,Efectos Web,Victor IA,Completado,Alta,10.0,36000,fix|ui,0,Agregado de 43 commits git (01:54-23:00),"Add modules 116-120: 3D Card Flip, Typewriter, Noise Texture, Split Text, Liquid Button; Add modules 111-115: Marquee, Glassmorphism, Pixel Reveal, Text Stroke, Cursor Trail; Add modules 108-110: Aurora Background, Tilt Cards, Cloth Simulation; Add modules 105/106/107: Magnetic Buttons (GSAP), Neon ",vscode|git|powershell
s324,2026-05-12,03:11,"[2 commits] Fix integration popups: specific content per tool, no cross-tool mixing | feat: integrar sistema biométrico MediaPipe eye-tracking",Bug Fix,Victor IA Website,Victor IA,Completado,Normal,3.35,12060,fix|feat,0,Agregado de 2 commits git (00:05-03:11),,vscode|git|powershell
s323,2026-05-12,00:24,"[1 commits] Vista Cliente: sort filter, web-4o polish, comentarios con desglose completo de actividad",UI/UX,Victor IA Tracker,Victor IA,Completado,Normal,0.25,900,,0,Agregado de 1 commits git (00:24-00:24),,vscode|git|powershell
s322,2026-05-11,19:07,"[4 commits] fix: comandos de voz para daltonismo + tour + animaciones; tour con pre-carga paralela sin latencia | Tour v2: pre-carga paralela de 21 audios, modelo turbo baja latencia, reproduccion instantanea sin gaps | Tour guiado v2: 21 pasos completos, ElevenLabs Enrique Mondragon, pulsante amber, navegacion automatica entre tabs | feat: auth wall Google/Apple/Email + brand alignment",Bug Fix,Victor IA Tracker,Victor IA,Completado,Media,10.0,36000,fix|feat|auth|ui,0,Agregado de 4 commits git (00:16-19:07),,vscode|git|powershell
s321,2026-05-11,12:00,"Deck de 14 slides enviado y tracking activado como primer cliente externo, victor-ia-website.vercel.app/propuesta-aldo.html",Propuesta,Propuesta Aldo,Aldo Rendon (Remi Creative),Completado,Alta,2.0,7200,propuesta|vercel,0,Fuente: diario de memoria,,vscode|git|powershell
s320,2026-05-11,11:35,"[3 commits] Fix logo contrast: OpenAI swirl clean, branded cards for Perplexity/Kling/LTX/Pinecone/Groq/Together/fal/Exa, Midjourney white, DaVinci transparent | Replace all logos with SVG sources — transparent backgrounds, brand colors | Add real logos + rebuild integrations with 12 categories + 150 tools",Bug Fix,Victor IA Website,Victor IA,Completado,Media,7.08,25488,fix|ui,0,Agregado de 3 commits git (04:45-11:35),,vscode|git|powershell
s319,2026-05-10,21:05,[3 commits] fix(render): preserve orientation for portrait video sources (#29) | fix(pack_transcripts): write output as UTF-8 to avoid cp1252 encoding errors (#10) | Add MIT license (#32),Bug Fix,Victor IA Avatar Video,Victor IA,Completado,Media,9.4,33840,fix,0,Agregado de 3 commits git (11:56-21:05),,vscode|git|powershell
s318,2026-05-10,18:40,"[8 commits] feat: fotos hiperealistas Higgsfield en modal de flota (8 autos) | feat: mobile menu, hero entrance stagger, testimonials stagger, grain fix, og:image | feat: marquee strip, moving border, scramble text, countup, cursor trail | feat: skill web-4o updates — gradient em, CTA shimmer, section glow, Lenis sync | feat: web 4.0 refinements — cursor states, word-reveal, magnetic footer, pa...",Feature,Costa Negra,Costa Negra,Completado,Media,1.78,6408,fix|feat,0,Agregado de 8 commits git (17:08-18:40),"Footer Web 4.0: CTAs funcionales, 3 columnas, contacto completo, i18n ES/EN; Costa Negra — Web 4.0 enhancement layer",vscode|git|powershell
s317,2026-05-10,12:00,"Sitio accesible v4 live en victor-ia-inclusivo.vercel.app (panel a11y, 5 modos daltonismo, control por voz 19 comandos, tour guiado)",Deploy,Victor IA Inclusivo,Victor IA,Completado,Alta,1.0,3600,voz|vercel,0,Fuente: diario de memoria,,vscode|git|powershell
s316,2026-05-09,12:00,Deck comercial de 14 slides interactivo con 3 planes CAD/MXN desplegado en victor-ia-website.vercel.app/propuesta-aldo.html,Propuesta,Propuesta Aldo,Aldo Rendon (Remi Creative),Completado,Alta,2.0,7200,propuesta|vercel,0,Fuente: diario de memoria,,vscode|git|powershell
s315,2026-05-08,15:21,[1 commits] feat: CRM + Prospección (Apollo.io clone) — 2 nuevos tabs completos,Feature,Victor IA Tracker,Victor IA,Completado,Normal,0.25,900,feat,0,Agregado de 1 commits git (15:21-15:21),,vscode|git|powershell
s314,2026-05-08,12:00,"Agente de voz IA ElevenLabs configurado y embebido en victor-ia-website + victor-ia-inclusivo (Knowledge Base con copy del sitio, webhook)",Voz,ElevenLabs Voz,Victor IA,Completado,Alta,1.0,3600,voz|elevenlabs,0,Fuente: diario de memoria,,higgsfield|elevenlabs
s313,2026-05-07,21:16,"[12 commits] fix: agenda redirect usa VIA_CONFIG.agendaUrl en vez de ruta relativa | feat: WhatsApp deep-link, agenda URL, whatsapp/agenda config | fix: audio quality - noise suppression, echo cancel, farewell false triggers | fix: contact form type mismatch + auto-send for returning visitors | fix: compact icon-only trigger on mobile, no overlap | fix: hide trigger label on mobile, icon only",Bug Fix,Victor IA Tracker,Victor IA,Completado,Alta,7.73,27828,fix|feat|ui,0,Agregado de 12 commits git (13:47-21:16),"feat: smart dynamic popup forms (agenda/cotizacion/contacto) with auto intent detection; feat: minimize chevron button in widget header + mobile full-screen layout; fix: widget full-screen on mobile, hide trigger when panel open; feat: auto-tracking hourly — loadAutoEntries() desde n8n, merge en reb",vscode|git|powershell
s312,2026-05-07,19:02,"[5 commits] feat: replace eye scrub with ciudad aerea 4K — 481 frames 750x1334 webp | remove: awards strip section | fix: footer padding-bottom 88px on mobile for chatbot clearance | fix: remove truncated Playa from og:description | feat: awards optimization v9.5 — Lenis scroll, frame scrub 241 frames, section reveals, sound, magnetic buttons, 3D tilt, loader, kinetic type, easter eggs, 404",Bug Fix,Victor IA Website,Victor IA,Completado,Media,6.13,22068,fix|feat|chat,0,Agregado de 5 commits git (13:09-19:02),,vscode|git|powershell
s311,2026-05-07,13:00,Header con kinetic typography luxury sobre video del ojo desplegado en influence-ia-awards-2027.vercel.app,Deploy,Influence IA,Victor IA,Completado,Alta,1.0,3600,video|vercel,0,Fuente: diario de memoria,,vscode|git|powershell
s310,2026-05-07,11:00,Sitio web completo con canvas water-trail reveal (481 frames) + 18 paginas de servicios desplegado en victor-ia-website.vercel.app,Deploy,Victor IA Website,Victor IA,Completado,Alta,1.0,3600,vercel,1,Fuente: diario de memoria | posible solape con commits git mismo dia/proyecto,,vscode|git|powershell
s309,2026-05-06,16:30,"[5 commits] Add client mode toggle, project phase field, project cost breakdown in Reportes | Add cost vs price vs margin breakdown: feed, dashboard KPIs, reportes timeline | Add Reportes tab: dept reports + daily timeline with costs | Add real SW cost calc from FINANZAS + offline Service Worker | Redesign flowchart: clean HTML layout, click popups with real data",Mantenimiento,Victor IA Tracker,Victor IA,Completado,Media,0.67,2412,,0,Agregado de 5 commits git (16:12-16:30),,vscode|git|powershell
s308,2026-05-05,13:00,"Dashboard BI Next.js construido y desplegado en victor-ia-dashboard.vercel.app, conectado a Google Sheets",Deploy,Dashboard BI,Victor IA,Completado,Alta,1.0,3600,vercel,0,Fuente: diario de memoria,,vscode|git|powershell
s307,2026-05-05,11:00,Landing page luxury completa desplegada en HubSpot (dominio victor-ia.com.mx),Deploy,Costa Negra,Costa Negra,Completado,Alta,1.0,3600,,0,Fuente: diario de memoria,,vscode|git|powershell
s306,2026-05-04,22:16,[3 commits] feat: add Gen Z v2 page (15th variant) — Y2K chrome + canvas particles | feat: add spectacular animations and effects to all 14 trend pages | 14 Victor IA design trend pages + gallery index,Feature,Victor IA Marketing,Victor IA,Completado,Media,0.97,3492,feat,0,Agregado de 3 commits git (21:33-22:16),,vscode|git|powershell
s305,2026-05-04,11:06,[1 commits] Initial commit — Victor IA Awards 2027 site,Desarrollo,Influence IA,Victor IA,Completado,Normal,0.25,900,,0,Agregado de 1 commits git (11:06-11:06),,vscode|git|powershell
s304,2026-05-04,00:08,[1 commits] docs: add HyperFrames animation option (#13),Documentacion,Victor IA Avatar Video,Victor IA,Completado,Normal,0.25,900,docs,0,Agregado de 1 commits git (00:08-00:08),,vscode|git|powershell
s303,2026-05-01,12:00,"Brandbook interactivo v2.0 (21 secciones, single-file HTML) live en victor-ia-brandbook.vercel.app",Deploy,Brandbook,Victor IA,Completado,Alta,1.0,3600,brandbook|vercel,0,Fuente: diario de memoria,,vscode|git|powershell
s302,2026-04-23,23:40,[3 commits] fix(subtitles): raise MarginV to 90 to clear vertical safe zones (#5) | fix(render): tone-map HLG/PQ sources to Rec.709 SDR (#6) | add install.md and one-paste setup prompt (#9),Bug Fix,Victor IA Avatar Video,Victor IA,Completado,Media,10.0,36000,fix,0,Agregado de 3 commits git (09:14-23:40),,vscode|git|powershell
s301,2026-04-15,16:00,"[3 commits] add what-it-does section to readme | trim readme — get started first, tighten how-it-works | rename to video-use + readme hero",Documentacion,Victor IA Avatar Video,Victor IA,Completado,Media,0.47,1692,,0,Agregado de 3 commits git (15:47-16:00),,vscode|git|powershell
s300,2026-04-11,19:56,[4 commits] poster | self eval loop | autograde + autosound | v1,Desarrollo,Victor IA Avatar Video,Victor IA,Completado,Media,1.62,5832,,0,Agregado de 4 commits git (18:34-19:56),,vscode|git|powershell
